"grupo","linha","acao","n_antes","n_manter","texto_original","texto_corrigido","fonte_25","linhas_25","justificativa"
"21_21278_150_linha217355","217357","remover","2","1","2121352521278150332813054209200031100654000034-       \0033799","2121352521278150332813054209200031100654000034-       \0033799","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332089","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_152_linha217363","217363","manter","2","1","2121352521278152332812957209200031100748060334-       \0033803","2121352521278152332812957209200031100748060334-       \0033803","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332095","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_152_linha217363","217367","remover","2","1","2121352521278152332812957209200031100748060334-       \0033803","2121352521278152332812957209200031100748060334-       \0033803","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332095","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_152_linha217362","217362","manter","2","1","21213525212781523319106572092000311-                  \0033803","21213525212781523319106572092000311-                  \0033803","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332097","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_152_linha217362","217368","remover","2","1","21213525212781523319106572092000311-                  \0033803","21213525212781523319106572092000311-                  \0033803","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332097","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_152_linha217365","217365","manter","2","1","2121352521278152331911057209200014200000000031-       \0033803","2121352521278152331911057209200014200000000031-       \0033803","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332096","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_152_linha217365","217369","remover","2","1","2121352521278152331911057209200014200000000031-       \0033803","2121352521278152331911057209200014200000000031-       \0033803","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332096","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_152_linha217364","217364","manter","2","1","21213525212781523319101572092000-                     \0033803","21213525212781523319101572092000-                     \0033803","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332098","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_152_linha217364","217370","remover","2","1","21213525212781523319101572092000-                     \0033803","21213525212781523319101572092000-                     \0033803","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332098","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_153_linha217374","217374","manter","2","1","21213525212781533319105642090320311-                  \0033805","21213525212781533319105642090320311-                  \0033805","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332108","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_153_linha217374","217381","remover","2","1","21213525212781533319105642090320311-                  \0033805","21213525212781533319105642090320311-                  \0033805","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332108","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_153_linha217380","217380","manter","2","1","21213525212781533329106642090320311-                  \0033805","21213525212781533329106642090320311-                  \0033805","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332107","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_153_linha217380","217384","remover","2","1","21213525212781533329106642090320311-                  \0033805","21213525212781533329106642090320311-                  \0033805","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332107","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_153_linha217378","217378","manter","2","1","2121352521278153331911064209032000000000000035-       \0033805","2121352521278153331911064209032000000000000035-       \0033805","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332106","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_153_linha217378","217386","remover","2","1","2121352521278153331911064209032000000000000035-       \0033805","2121352521278153331911064209032000000000000035-       \0033805","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332106","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_153_linha217379","217379","manter","2","1","2121352521278153331911464209032014200000000031-       \0033805","2121352521278153331911464209032014200000000031-       \0033805","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332105","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_153_linha217379","217387","remover","2","1","2121352521278153331911464209032014200000000031-       \0033805","2121352521278153331911464209032014200000000031-       \0033805","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332105","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_154_linha217393","217393","manter","2","1","21213525212781543319101542092000-                     \0033807","21213525212781543319101542092000-                     \0033807","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332113","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_154_linha217393","217395","remover","2","1","21213525212781543319101542092000-                     \0033807","21213525212781543319101542092000-                     \0033807","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332113","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_154_linha217390","217390","manter","2","1","21213525212781543329105542092000311-                  \0033807","21213525212781543329105542092000311-                  \0033807","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332112","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_154_linha217390","217396","remover","2","1","21213525212781543329105542092000311-                  \0033807","21213525212781543329105542092000311-                  \0033807","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332112","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
